0018.test,ANKET BEYLE GÖRÜŞÜLDÜ .,,,,,,,
3/görüş,,,,,,,,
0119.test,ŞAHSIMIZA DÜZENLENMESİNİ İSTİYORUM FATURAMIN .,,,,,,,
3/iste,1/şahıs:ARG1,,,,,,,
,2/düzen:ARG1,,,,,,,
,,,,,,,,
,4/fatura:ARG1,,,,,,,
,5/.:ARG1,,,,,,,
,,,,,,,,
0120.test,ŞAHSIMIZA DÜZENLENMESİNİ İSTİYORUM FATURAMIN .,,,,,,,
,1/şahıs:ARG1,,,,,,,
,2/düzen:ARG1,,,,,,,
3/iste,,,,,,,,
,4/fatura:ARG1,,,,,,,
,5/.:ARG1,,,,,,,
,,,,,,,,
0126.test,HİÇBİR SORUN YOK .,,,,,,,
3/yok,,,,,,,,
,2/sorun:ARG1,,,,,,,
,,1/hiçbir:mod,,,,,,
,,,,,,,,
0130.test,ERKEN REZERVASYONLAR HAKKINDA BİLGİLENDİRİLMEK İSTİYORUM .,,,,,,,
5/iste,,,,,,,,
,4/bilgilen:ARG1,,,,,,,
,,2/rezervasyon:topic,,,,,,
,,,1/erken:mod,,,,,
,,ben:ARG1,,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
0131.test,ERKEN REZERVASYONLAR HAKKINDA BİLGİLENDİRİLMEK İSTİYORUM .,,,,,,,
5/iste,,,,,,,,
,4/bilgilen:ARG1,,,,,,,
,,2/rezervasyon:topic,,,,,,
,,,1/erken:mod,,,,,
,,ben:ARG1,,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
0133.test,3 PUAN VERİYORUM .,,,,,,,
2/puan 3/ver,,,,,,,,
,score-quantity:ARG1,,,,,,,
,,1/3:quant,,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
0139.test,ALDILAR BEYLE GÖRÜŞÜLDÜ .,,,,,,,
1/al,,,,,,,,
,2/bey:ARG1,,,,,,,
3/görüş,,,,,,,,
,4/.,,,,,,,
,,,,,,,,
0140.test,HER ZAMAN EDA İYİ TERCİH EDİYORUM .,,,,,,,
and,,,,,,,,
,4/iyi:op1,,,,,,,
,,3/eda:domain,,,,,,
,,1/her 2/zaman:time,,,,,,
,5/tercih 6/et:op2,,,,,,,
,,ben:ARG0,,,,,,
,,,,,,,,
0141.test,HER BEYLE GÖRÜŞÜLDÜ .,,,,,,,
3/görüş,,,,,,,,
,2/bey:ARG1,,,,,,,
,,1/her:mod,,,,,,
,,,,,,,,
0143.test,PERSONELLERİ İLGİLİ TEMİZ .,,,,,,,
and,,,,,,,,
,2/ilgili:op1,,,,,,,
,,1/personel:domain,,,,,,
,,,o:poss,,,,,
,3/temiz:op2,,,,,,,
,,1/personel:domain,,,,,,
,,,o:poss,,,,,
,,,,,,,,
0145.test,KALİTE GÜZELDİ .,,,,,,,
2/güzel,,,,,,,,
,1/kalite:domain,,,,,,,
,,,,,,,,
0146.test,ALDIĞI PARAYI HAK ETMİYOR .,,,,,,,
3/hak 4/et,,,,,,,,
,2/para:ARG1,,,,,,,
,,1/al:ARG1,,,,,,
,,,o:ARG0,,,,,
,o:ARG0,,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
0147.test,ÇOCUKLU AİLELERE UYGUN BİR OTEL .,,,,,,,
5/otel,,,,,,,,
,2/aile:beneficiary,,,,,,,
,,1/çocuklu:mod,,,,,,
,3/uygun:mod,,,,,,,
,,,,,,,,
0148.test,ÇOK FATURAM GELMEDİ ŞİRKET ADINAYDI .,,,,,,,
3/gel,1/çok,,,,,,,
,2/fatura:ARG0,,,,,,,
,,ben:poss,,,,,,
,1/çok:degree,,,,,,,
,4/şirket,,,,,,,
,5/ad,,,,,,,
,6/.,,,,,,,
,,,,,,,,
0149.test,HİÇ PROBLEM YAŞAMADIM .,,,,,,,
3/yaşa,,,,,,,,
,2/problem:ARG1,,,,,,,
,1/hiç:degree,,,,,,,
,ben:ARG0,,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
0150.test,5 YILDIZ VERİRİM .,,,,,,,
3/ver,,,,,,,,
,2/yıldız:ARG1,,,,,,,
,,1/5:mod,,,,,,
,,,,,,,,
0151.test,HERHANGİ BİR NEDENİ YOK .,,,,,,,
4/yok,,,,,,,,
,3/neden:ARG1,,,,,,,
,,1/herhangi:mod,,,,,,
,,,,,,,,
0153.test,DENİZE .,,,,,,,
,1/deniz,,,,,,,
,2/.,,,,,,,
,,,,,,,,
0154.test,100 PUAN BİLE VEREBİLİRİM .,,,,,,,
mümküm,,,,,,,,
,4/ver:ARG1,,,,,,,
,,score-quantity:ARG1,,,,,,
,,,1/100:quant,,,,,
,,,2/puan:unit,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
0156.test,DENİZİ .,,,,,,,
,1/deniz,,,,,,,
,2/.,,,,,,,
,,,,,,,,
0157.test,FATURAM GELMEDİ ŞAHIS ADINAYDI .,,,,,,,
,1/fatura:ARG0,,,,,,,
2/gel,,,,,,,,
,3/şahıs,,,,,,,
,4/ad,,,,,,,
,5/.,,,,,,,
,,,,,,,,
0158.test,FATURAM GELMEDİ ŞAHIS ADINAYDI .,,,,,,,
2/gel,,,,,,,,
,1/fatura:ARG0,,,,,,,
,3/şahıs,ben:poss,,,,,,
,4/ad,,,,,,,
,5/.,,,,,,,
,,,,,,,,
0159.test,TEMİZ BİR TESİSTİ PERSONELLERİ .,,,,,,,
,1/temiz,,,,,,,
,2/bir,,,,,,,
,3/tesis,,,,,,,
,4/personel,,,,,,,
,5/.,,,,,,,
,,,,,,,,
0160.test,6 PUAN OLSA VERİRİM .,,,,,,,
4/ver,,,,,,,,
,3/ol:condition,,,,,,,
,,score-quantity:ARG1,,,,,,
,,,1/6:quant,,,,,
,,,2/puan:unit,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
0161.test,HERHANGİ BİR SEBEBİ YOK .,,,,,,,
4/yok,,,,,,,,
,3/sebep:ARG1,,,,,,,
,,1/herhangi:mod,,,,,,
,4/yok,,,,,,,
,,,,,,,,
0162.test,6 PUAN OLSA VERİRDİM .,,,,,,,
4/ver,,,,,,,,
,3/ol:condition,,,,,,,
,,score-quantity:ARG1,,,,,,
,,,1/6:quant,,,,,
,,,2/puan:unit,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
0163.test,KALİTE OLARAK DAHA İYİ OLABİLİRDİ .,,,,,,,
mümkün,,,,,,,,
,2/ol:ARG1,,,,,,,
,,4/iyi:manner,,,,,,
,,,3/daha:degree,,,,,
,,1/kalite:ARG0,,,,,,
,,,o:poss,,,,,
,,,,,,,,
0168.test,ÇOK FATURAM HAKKINDA BİLGİ ALMAK İSTİYORUM .,,,,,,,
6/iste,,,,,,,,
,5/al:ARG1,,,,,,,
,,4/bilgi:ARG1,,,,,,
,,,2/fatura:topic,,,,,
,,,,ben:poss,,,,
,1/çok:degree,,,,,,,
,,,,,,,,
0169.test,HER ŞEY ÇOK İYİ .,,,,,,,
4/iyi,,,,,,,,
,2/şey:domain,,,,,,,
,,1/her:mod,,,,,,
,3/çok:degree,,,,,,,
,,,,,,,,
0171.test,HİZMETLER YETERSİZDİ .,,,,,,,
2/yetersiz,,,,,,,,
,1/hizmet:domain,,,,,,,
,,,,,,,,
0172.test,1000 PUAN VERİRİM .,,,,,,,
2/puan 3/ver,,,,,,,,
,score-quantity:ARG1,,,,,,,
,,1/1000:quant,,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
0173.test,HİÇ ANİMASYON GÖRMEDİM .,,,,,,,
3/gör,,,,,,,,
,2/animasyon:ARG1,,,,,,,
,1/hiç:degree,,,,,,,
,ben:ARG0,,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
0174.test,ERKEN REZERVASYON BAŞLADIĞI ZAMAN BİLGİ ALMAK İSTİYORUM .,,,,,,,
7/iste,,,,,,,,
,4/zaman:time,,,,,,,
,,3/başla:mod,,,,,,
,,,2/rezervasyon:ARG0,,,,,
,,,,1/erken:mod,,,,
,6/al:ARG1,,,,,,,
,,5/bilgi:ARG1,,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
0175.test,ERKEN REZERVASYON BAŞLADIĞI ZAMAN BİLGİ ALMAK İSTİYORUM .,,,,,,,
7/iste,,,,,,,,
,4/zaman:time,,,,,,,
,,3/başla:mod,,,,,,
,,,2/rezervasyon:ARG0,,,,,
,,,,1/erken:mod,,,,
,6/al:ARG1,,,,,,,
,,5/bilgi:ARG1,,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
0177.test,ACENTEMİZE UĞRAYACAKLARINI BELİRTTİLER .,,,,,,,
3/belirt,,,,,,,,
,2/uğra:ARG1,,,,,,,
,,1/acente:ARG1,,,,,,
,,onlar:ARG0,,,,,,
,onlar:ARG0,,,,,,,
,,,,,,,,
0180.test,ÇOK FİYATA PUAN VERİYORUM .,,,,,,,
3/puan 4/ver,,,,,,,,
,2/fiyat:ARG2,,,,,,,
,1/çok:degree,,,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
0181.test,KALİTESİZDİ YEMEKLER .,,,,,,,
1/kalitesiz,,,,,,,,
,2/yemek:domain,,,,,,,
,,,,,,,,
0182.test,ÇOK FATURAM VARDI ŞAHIS ADINA .,,,,,,,
,1/çok,,,,,,,
,2/fatura,,,,,,,
,3/var,,,,,,,
,4/şahıs,,,,,,,
,5/ad,,,,,,,
,6/.,,,,,,,
,,,,,,,,
0183.test,HİZMETİ İYİ DEĞİL .,,,,,,,
2/iyi,,,,,,,,
,1/hizmet:domain,,,,,,,
,,o:poss,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
0185.test,5 VERDİK BALIK RESTORAN TAM 5 VERDİK .,,,,,,,
,1/5:ARG1,,,,,,,
2/ver,,,,,,,,
,3/balık,,,,,,,
,4/restoran,,,,,,,
,5/tam:ARG1,,,,,,,
,6/5:ARG1,,,,,,,
7/ver,,,,,,,,
,8/.,,,,,,,
,,,,,,,,
0186.test,5 VERDİK BALIK RESTORAN TAM TAVERNASI VE KEBABİSTANDAN YARALANDIM .,,,,,,,
,1/5:ARG1,,,,,,,
2/ver,,,,,,,,
,3/balık:ARG1,,,,,,,
,4/restoran:ARG1,,,,,,,
,5/tam:ARG1,,,,,,,
,6/taverna:ARG1,,,,,,,
,7/ve:ARG1,,,,,,,
,8/KEBABİSTANDAN:ARG1,,,,,,,
9/yarala,,,,,,,,
,10/.,,,,,,,
,,,,,,,,
0190.test,1 KEZ GÖRÜŞTÜK .,,,,,,,
3/görüş,,,,,,,,
,biz:ARG0,,,,,,,
,2/kez:frequency,,,,,,,
,,2/1:quant,,,,,,
,,,,,,,,
0193.test,5 VE ÜZERİ PUAN VERİRİM .,,,,,,,
4/puan 5/ver,,,,,,,,
,score-quantity:ARG1,,,,,,,
,,and:quant,,,,,,
,,,1/5:op1,,,,,
,,,3/üzeri:op2,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
0196.test,ERKEN REZERVASYON DÖNEMLERİNDEN HABERDAR OLMAK İSTİYORUM .,,,,,,,
6/iste,,,,,,,,
,4/haberdar 5/ol:ARG1,,,,,,,
,,3/dönem:ARG1,,,,,,
,,,2/rezervasyon:poss,,,,,
,,,,1/erken:mod,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
0197.test,ERKEN REZERVASYON DÖNEMLERİNDEN HABERDAR OLMAK İSTİYORUM .,,,,,,,
6/iste,,,,,,,,
,4/haberdar 5/ol:ARG1,,,,,,,
,,3/dönem:ARG1,,,,,,
,,,2/rezervasyon:poss,,,,,
,,,,1/erken:mod,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
0201.test,10 SENEDİR TERCİH EDİYORUM .,,,,,,,
,1/10,,,,,,,
,2/sene,,,,,,,
3/tercih 4/et,,,,,,,,
,5/.,,,,,,,
,,,,,,,,
0203.test,CEP TELEFONUMA GELSİN KAMPANYALAR .,,,,,,,
3/gel,,,,,,,,
,imperative:mode,,,,,,,
,4/kampanya:ARG0,,,,,,,
,2/telefon:ARG1,,,,,,,
,,1/cep:mod,,,,,,
,,ben:poss,,,,,,
,,,,,,,,
0204.test,CEP TELEFONUMA GELSİN KAMPANYALAR .,,,,,,,
3/gel,,,,,,,,
,imperative:mode,,,,,,,
,4/kampanya:ARG0,,,,,,,
,2/telefon:ARG1,,,,,,,
,,1/cep:mod,,,,,,
,,ben:poss,,,,,,
,,,,,,,,
0208.test,AİLE OLARAK GİDİLEBİLİR .,,,,,,,
mümkün,,,,,,,,
,3/git:ARG1,,,,,,,
,,1/aile:cotheme,,,,,,
,,,,,,,,
0210.test,ÇOK FİYATA PUAN VERİYORUM FATURAM GELMEDİ .,,,,,,,
,1/çok,,,,,,,
,2/fiyat:ARG1,,,,,,,
3/puan 4/ver,,,,,,,,
,5/fatura:ARG0,,,,,,,
6/gel,,,,,,,,
,7/.,,,,,,,
,,,,,,,,
0212.test,55 ÇOK İYİYDİ .,,,,,,,
3/iyi,,,,,,,,
,2/çok:degree,,,,,,,
,1/55:domain,,,,,,,
,,,,,,,,
0215.test,GENEL TEMİZLİĞİ GÜZELDİ .,,,,,,,
3/güzel,,,,,,,,
,2/temizlik:domain,,,,,,,
,,1/genel:mod,,,,,,
,,o:poss,,,,,,
,,,,,,,,
0216.test,10 NUMARA 5 YILDIZ .,,,,,,,
mükemmel,,,,,,,,
,o:domain,,,,,,,
,,,,,,,,
0218.test,10 NUMARA 5 YILDIZDI .,,,,,,,
mükemmel,,,,,,,,
,o:domain,,,,,,,
,,,,,,,,
,,,,,,,,
0219.test,KALABALIKTI BİRAZ .,,,,,,,
1/kalabalık,,,,,,,,
,2/biraz:degree,,,,,,,
,o:domain,,,,,,,
,,,,,,,,
0220.test,5 YILDIZA YAKIŞIR YİYECEKLER VARDI .,,,,,,,
5/var,,,,,,,,
,4/yiyecek:ARG1,,,,,,,
,,3/yakış:ARG0-of,,,,,,
,,,2/yıldız:ARG1,,,,,
,,,,score-quantity:mod,,,,
,,,,,1/5:quant,,,
,,,,,,,,
0221.test,5 YILDIZA YAKIŞIR .,,,,,,,
3/yakış,,,,,,,,
,2/yıldız:ARG1,,,,,,,
,,score-quantity:mod,,,,,,
,,,1/5:quant,,,,,
,,,,,,,,
0222.test,5 YILDIZA YAKIŞIR YİYECEKLER VARDI .,,,,,,,
5/var,,,,,,,,
,4/yiyecek:ARG1,,,,,,,
,,3/yakış:ARG0-of,,,,,,
,,,2/yıldız:ARG1,,,,,
,,,,score-quantity:mod,,,,
,,,,,1/5:quant,,,
,,,,,,,,
0223.test,KALİTEYE GÖRE ÜCRET PAHALI .,,,,,,,
have-degree,,,,,,,,
,3/ücret:ARG1,,,,,,,
,4/pahalı:ARG2,,,,,,,
,1/kalite:ARG4,,,,,,,
,,,,,,,,
0225.test,ŞİRKET ADINA İYİ .,,,,,,,
3/iyi,,,,,,,,
,1/şirket:beneficiary,,,,,,,
,o:domain,,,,,,,
,,,,,,,,
0227.test,AİLECE GİDİLEBİLECEK BİR OTEL .,,,,,,,
4/otel,,,,,,,,
,mümkün:mod,,,,,,,
,,2/git:ARG1,,,,,,
,,,1/ailece:manner,,,,,
,,,,,,,,
,,,,,,,,
0228.test,AİLECE GİDİLEBİLECEK BİR OTEL .,,,,,,,
4/otel,,,,,,,,
,mümkün:mod,,,,,,,
,,2/git:ARG1,,,,,,
,,,1/ailece:manner,,,,,
,,,,,,,,
0229.test,AİLECE GİDİLEBİLECEK BİR OTEL .,,,,,,,
4/otel,,,,,,,,
,mümkün:mod,,,,,,,
,,2/git:ARG1,,,,,,
,,,1/ailece:manner,,,,,
,,,,,,,,
0230.test,HER YÖNÜYLE TAVSİYE EDERİM GENEL OLARAK MEMNUN KALDIK .,,,,,,,
and,,,,,,,,
,3/tavsiye 4/et:op1,,,,,,,
,,2/yön:ARG1,,,,,,
,,,1/her:mod,,,,,
,,ben:ARG0,,,,,,
,7/memnun 8/kal:op2,,,,,,,
,,biz:ARG0,,,,,,
,,,,,,,,
0231.test,1 KEZ GÖRDÜM .,,,,,,,
3/gör,,,,,,,,
,ben:ARG0,,,,,,,
,2/kez:frequency,,,,,,,
,,2/1:quant,,,,,,
,,,,,,,,
0232.test,HİÇ İLGİLENİLMEDİ .,,,,,,,
2/ilgilen,,,,,,,,
,1/hiç:degree,,,,,,,
,o:ARG1,,,,,,,
,,,,,,,,
0236.test,25 PUAN VERİYORUM .,,,,,,,
2/puan 3/ver,,,,,,,,
,score-quantity:ARG1,,,,,,,
,,1/25:quant,,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
0239.test,ÇOK KAMPANYALARDAN MAİL YOLUYLA HABERDAR OLMAK İSTİYORUM .,,,,,,,
7/iste,,,,,,,,
,5/haberdar 6/ol:ARG1,,,,,,,
,,2/kampanya:ARG1,,,,,,
,,3/mail:medium,,,,,,
,1/çok:degree,,,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
0242.test,FİYATA GÖRE HİZMET KÖTÜYDÜ .,,,,,,,
4/kötü,,,,,,,,
,3/hizmet:domain,,,,,,,
,,have-degree:ARG1-of,,,,,,
,,,1/fiyat:ARG4,,,,,
,,,,,,,,
0243.test,DENİZİ ÇOK TAŞLIKTI .,,,,,,,
3/taşlık,,,,,,,,
,2/çok:degree,,,,,,,
,1/deniz:domain,,,,,,,
,,o:poss,,,,,,
,,,,,,,,
0244.test,OTELİ ÇOK SEVEREK .,,,,,,,
,1/otel,,,,,,,
,2/çok,,,,,,,
,3/sev,,,,,,,
,4/.,,,,,,,
,,,,,,,,
0245.test,HİZMET ÇOK İYİ .,,,,,,,
3/iyi,,,,,,,,
,2/çok:degree,,,,,,,
,1/hizmet:degree,,,,,,,
,,,,,,,,
0248.test,HER ZAMAN TERCİH EDİYORUZ ZATEN .,,,,,,,
3/tercih 4/et,,,,,,,,
,2/zaman:time,,,,,,,
,,1/her:mod,,,,,,
,,,,,,,,
0249.test,GECİKMELER OLDU .,,,,,,,
2/ol,,,,,,,,
,1/gecik:ARG0,,,,,,,
,,,,,,,,
0250.test,DENİZİ MUHTEŞEM .,,,,,,,
2/muhteşem,,,,,,,,
,1/deniz:domain,,,,,,,
,,o:poss,,,,,,
,,,,,,,,
0253.test,ESKİ BİR ODAYDI TEMİZDİ .,,,,,,,
and,,,,,,,,
,3/oda:op1,,,,,,,
,,1/eski:mod,,,,,,
,4/temiz:op2,,,,,,,
,,o:domain,,,,,,
,,,,,,,,
0254.test,CAN BEYE 5 PUAN VERİYORUM .,,,,,,,
4/puan 5/ver,,,,,,,,
,ben:ARG0,,,,,,,
,person:ARG2,,,,,,,
,,name:name,,,,,,
,,,1/can:op1,,,,,
,,,2/bey:op2,,,,,
,,-:wiki,,,,,,
,score-quantity:ARG1,,,,,,,
,,3/5:quant,,,,,,
,,3/puan:unit,,,,,,
,,,,,,,,
0255.test,OTEL TEK KELİMEYLE HARİKAYDI AİLECEK BAYILDIK .,,,,,,,
and,,,,,,,,
,4/harika:op1,,,,,,,
,,1/otel,,,,,,
,6/bayıl:op2,,,,,,,
,,5/ailecek:cotheme,,,,,,
,,biz:ARG0,,,,,,
,,,,,,,,
0256.test,KONUMU SİVAS'IN MERKEZİNDE VE İSTEDİĞİNİZ HER ŞEYE KOLAYCA ULAŞABİLİRSİNİZ .,,,,,,,
and,,,,,,,,
,3/merkez:op1,,,,,,,
,,city:poss,,,,,,
,,,"2/""sivas"":wiki",,,,,
,,,"2/""sivas"":name",,,,,
,,1/konum:location-of,,,,,,
,,,o:poss,,,,,
,mümkün:op2,,,,,,,
,,9/ulaş:ARG1,,,,,,
,,,6/her 7/şey:ARG1,,,,,
,,,,5/iste:ARG1-of,,,,
,,,,,siz:ARG0,,,
,,,8/kolay:manner,,,,,
,,,siz:ARG0,,,,,
,,,,,,,,
0257.test,YEMEK ÇEŞİDİ FAZLA VE YEMEKLER LEZZETLİYDİ .,,,,,,,
and,,,,,,,,
,3/fazla:op1,,,,,,,
,,2/çeşit:domain,,,,,,
,,,1/yemek:poss,,,,,
,6/lezzetli:op2,,,,,,,
,,5/yemek:domain,,,,,,
,,,,,,,,
0258.test,PERSONEL SAYGILI VE İLGİLİYDİ AYRICA MÜDÜR GÜLER HANIM ÇOK GÜLER YÜZLÜ SEVECEN VE İLGİLİ BİRİYDİ .,,,,,,,
and,,,,,,,,
,and:op1,,,,,,,
,,2/saygılı:op1,,,,,,
,,,1/personel:domain,,,,,
,,4/ilgili:op2,,,,,,
,,,1/personel:domain,,,,,
,and:op2,,,,,,,
,,10/güler 11/yüz:op1,,,,,,
,,,9/çok:degree,,,,,
,,,,person:domain,,,,
,,,,,name:name,,,
,,,,,,6/müdür:op1,,
,,,,,,7/güler:op2,,
,,14/ilgili:op2,,,,8/hanım:op3,,
,,,9/çok:degree,,,,,
,,,,person:domain,,,,
,,,,,name:name,,,
,,,,,,6/müdür:op1,,
,,,,,,7/güler:op2,,
,,,,,,8/hanım:op3,,
,,12/sevecen:op3,,,,,,
,,,9/çok:degree,,,,,
,,,,person:domain,,,,
,,,,,name:name,,,
,,,,,,6/müdür:op1,,
,,,,,,7/güler:op2,,
,,,,,,8/hanım:op3,,
,,,,,,,,
0259.test,AYRICA HİZMET BİRAZ HİLTON'A YAKIŞMAMIŞ .,,,,,,,
5/yakış,,,,,,,,
,2/hizmet:ARG1,,,,,,,
,3/biraz:degree,,,,,,,
,4/hilton:ARG2,,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
0260.test,KISACASI HERKESE SONUNA KADAR TAVSİYE EDİYORUM .,,,,,,,
5/tavsiye 6/et,,,,,,,,
,2/herkes:ARG2,,,,,,,
,ben:ARG0,,,,,,,
,çok:degree,,,,,,,
,,,,,,,,
0261.test,OTEL TEK KELİMEYLE HARİKAYDI AİLECEK BAYILDIK .,,,,,,,
and,,,,,,,,
,4/harika:op1,,,,,,,
,,1/otel,,,,,,
,6/bayıl:op2,,,,,,,
,,5/ailecek:cotheme,,,,,,
,,biz:ARG0,,,,,,
,,,,,,,,
0263.test,GÜLER BEYDİ .,,,,,,,
person,,,,,,,,
,name:name,,,,,,,
,,1/güler:op1,,,,,,
,,2/bey:op2,,,,,,
,o:domain,,,,,,,
,,,,,,,,
0264.test,EMRE ERGEN .,,,,,,,
person,,,,,,,,
,-:wiki,,,,,,,
,name:name,,,,,,,
,,1/emre:op1,,,,,,
,, 2/ergen:op2,,,,,,
,,,,,,,,
0270.test,EDA HANIM ÇOK İLGİLENDİ .,,,,,,,
4/ilgilen,,,,,,,,
,3/çok:degree,,,,,,,
,person:ARG0,,,,,,,
,,name:name,,,,,,
,,,1/eda:op1,,,,,
,,,2/hanım:op2,,,,,
,,,,,,,,
0271.test,OTELİN KONUMU MERKEZİ .,,,,,,,
3/merkez,,,,,,,,
,2/konum:domain,,,,,,,
,,1/otel:poss,,,,,,
,,,,,,,,
0272.test,ZATEN GÖREME KÜÇÜK BİR KASABA .,,,,,,,
5/kasaba,,,,,,,,
,3/küçük:mod,,,,,,,
,village:domain,,,,,,,
,,-:wiki,,,,,,
,,name:name,,,,,,
,,,2/göreme:op1,,,,,
,,,,,,,,
0273.test,EKSİKLİK OLARAK GÖRÜLEN ODALARDAKİ MİNİBAR GERÇEKTEN SICAK HAVALARDA İHTİYAÇTIR .,,,,,,,
9/ihtiyaç,,,,,,,,
,5/minibar:domain,,,,,,,
,,4/oda:location-of,,,,,,
,,,3/gör:ARG1-of,,,,,
,,,,1/eksiklik:manner,,,,
,6/gerçekten:manner,,,,,,,
,8/hava:time,,,,,,,
,,7/sıcak:mod,,,,,,
,,,,,,,,
0274.test,BUNUN DIŞINDA DA TV EKSİKLİĞİ VE ÇAY VS İÇİN KÜÇÜK BİR SU ISITICISI OLMALIYDI .,,,,,,,
and,,,,,,,,
,5/eksiklik:op1,,,,,,,
,,4/tv:poss,,,,,,
,gerek:op2,,,,,,,
,,14/ol:ARG1,,,,,,
,,,12/su 13/ısıtıcı:ARG1,,,,,
,,,,10/küçük:mod,,,,
,,,and:beneficiary,,,,,
,,,,7/çay:op1,,,,
,,,,8/vs:op2,,,,
,,,,,,,,
0275.test,AYRICA ALDIM BEY SİZE ETKİNLİK KONUSUNDA YARDIMCI OLACAKTIR .,,,,,,,
,1/ayrıca,,,,,,,
,2/al:ARG0,,,,,,,
,3/bey:ARG0,,,,,,,
,4/siz,,,,,,,
,5/etkinlik,,,,,,,
,6/konu,,,,,,,
,7/yardımcı 8/ol,,,,,,,
,9/.,,,,,,,
,,,,,,,,
0278.test,EDA HANIM ÇOK İLGİLİYDİ .,,,,,,,
4/ilgili,,,,,,,,
,3/çok:degree,,,,,,,
,person:domain,,,,,,,
,,-:wiki,,,,,,
,,name:name,,,,,,
,,,1/eda:op1,,,,,
,,,2/hanım:op2,,,,,
,,,,,,,,
