0000.train,KULLANMADIM .,,,,,,
1/kullan,,,,,,,
,biz:ARG0,,,,,,
,,,,,,,
0032.train,İYİYDİ GÜZELDİ .,,,,,,
and,,,,,,,
,1/iyi:op1,,,,,,
,,o:domain,,,,,
,2/güzel:op2,,,,,,
,,o:domain,,,,,
,,,,,,,
0033.train,REZERVASYONU BEN YAPTIRMADIM .,,,,,,
yap,,,,,,,
,-:polarity,,,,,,
,3/yap:ARG1,,,,,,
,,2/ben:ARG0,,,,,
,,1/rezervasyon:ARG1,,,,,
,,,,,,,
0034.train,ÇEŞİT AZDI .,,,,,,
2/az,,,,,,,
,1/çeşit:domain,,,,,,
,,,,,,,
0035.train,MÜKEMMELDİ .,,,,,,
1/mükemmel,,,,,,,
,o:domain,,,,,,
,,,,,,,
0036.train,NORMALDİ .,,,,,,
1/normal,,,,,,,
,o:domain,,,,,,
,,,,,,,
0037.train,KÜÇÜKTÜ .,,,,,,
1/küçük,,,,,,,
,o:domain,,,,,,
,,,,,,,
