0000.train,KULLANMADIM .,,,,,,
1/kullan,,,,,,,
,biz:ARG0,,,,,,
,,,,,,,
0032.train,İYİYDİ GÜZELDİ .,,,,,,
and,,,,,,,
,1/iyi:op1,,,,,,
,,o:domain,,,,,
,2/güzel:op2,,,,,,
,,o:domain,,,,,
,,,,,,,
0033.train,REZERVASYONU BEN YAPTIRMADIM .,,,,,,
yap,,,,,,,
,-:polarity,,,,,,
,3/yap:ARG1,,,,,,
,,2/ben:ARG0,,,,,
,,1/rezervasyon:ARG1,,,,,
,,,,,,,
0034.train,ÇEŞİT AZDI .,,,,,,
2/az,,,,,,,
,1/çeşit:domain,,,,,,
,,,,,,,
0035.train,MÜKEMMELDİ .,,,,,,
1/mükemmel,,,,,,,
,o:domain,,,,,,
,,,,,,,
0036.train,NORMALDİ .,,,,,,
1/normal,,,,,,,
,o:domain,,,,,,
,,,,,,,
0037.train,KÜÇÜKTÜ .,,,,,,
1/küçük,,,,,,,
,o:domain,,,,,,
,,,,,,,
0038.train,TEMİZ BİR TESİSTİ .,,,,,,
3/tesis,,,,,,,
,1/temiz:mod,,,,,,
,,,,,,,
0039.train,PERSONELLERİ İLGİLİLERDİ .,,,,,,
2/ilgili,,,,,,,
,1/personel:domain,,,,,,
,,,,,,,
0040.train,KONUMU GÜZELDİ .,,,,,,
2/güzel,,,,,,,
,1/konum:domain,,,,,,
,,o:poss,,,,,
,,,,,,,
0041.train,10 PUAN .,,,,,,
score quantity,,,,,,,
,1/10:quant,,,,,,
,2/puan:unit,,,,,,
,,,,,,,
0042.train,ÇOK İYİ .,,,,,,
2/iyi,,,,,,,
,1/çok:degree,,,,,,
,o:domain,,,,,,
,,,,,,,
0043.train,İYİ OLARAK PUANLARIM .,,,,,,
3/puanla,,,,,,,
,ben:ARG0,,,,,,
,1/iyi:degree,,,,,,
,,,,,,,
0044.train,PUAN VERMEK İSTEMİYORUM .,,,,,,
3/iste,,,,,,,
,ben:ARG0,,,,,,
,1/puan 2/ver:ARG1,,,,,,
,,,,,,,
0045.train,BEN YAPMADIM .,,,,,,
2/yap,,,,,,,
,-:polarity,,,,,,
,1/ben:ARG0,,,,,,
,,,,,,,
0046.train,KATILMADIK .,,,,,,
1/katıl,,,,,,,
,-:polarity,,,,,,
,biz:ARG0,,,,,,
,,,,,,,
0047.train,6 PUAN VERİYORUM .,,,,,,
2/puan 3/ver,,,,,,,
,score-quantity,,,,,,
,,1/6:quant,,,,,
,,,,,,,
0048.train,ÇOK İYİYDİ .,,,,,,
2/iyi,,,,,,,
,o:domain,,,,,,
,1/çok:degree,,,,,,
,,,,,,,
0049.train,ÇOK YARDIMCI OLDU .,,,,,,
2/yardımcı 3/ol,,,,,,,
,o:ARG0,,,,,,
,1/çok:degree,,,,,,
,,,,,,,
0050.train,DAHA İYİ OLABİLİRDİ .,,,,,,
mümkün,,,,,,,
,3/ol:ARG1,,,,,,
,,o:ARG0,,,,,
,,,have-degree,,,,
,,,,2/iyi:ARG2,,,
,,,,1/daha:ARG3,,,
,,,,,,,
0051.train,ANİMASYON YOKTU .,,,,,,
2/yok,,,,,,,
,1/animasyon:ARG0,,,,,,
,,,,,,,
0052.train,MİSAFİRİMİZ İLE GÖRÜŞÜLDÜ .,,,,,,
3/görüş,,,,,,,
,1/misafir:ARG1,,,,,,
,,,,,,,
0053.train,FENA DEĞİLDİ .,,,,,,
1/fena,,,,,,,
,2/değil:polarity,,,,,,
,o:domain,,,,,,
,,,,,,,
0054.train,TEMİZ BİR TESİSTİ PERSONELLER İLGİLİYDİ YEMEKLERİNDEN MEMNUN KALDIM .,,,,,,
and,,,,,,,
,3/tesis:op1,,,,,,
,,1/temiz:mod,,,,,
,5/ilgili:op2,,,,,,
,,4/personel:domain,,,,,
,7/memnun 8/kal:op3,,,,,,
,,ben:ARG0,,,,,
,,6/yemek:ARG1,,,,,
,,,o:poss,,,,
,,,,,,,
0055.train,YARDIMCI OLDULAR .,,,,,,
1/yardımcı 2/ol,,,,,,,
,onlar:ARG0,,,,,,
,,,,,,,
0056.train,HAVUZ KÜÇÜKTÜ .,,,,,,
2/küçük,,,,,,,
,1/havuz:domain,,,,,,
,,,,,,,
0057.train,YARDIMCI OLDU .,,,,,,
1/yardımcı 2/ol,,,,,,,
,o:ARG0,,,,,,
,,,,,,,
0058.train,ÇOK İYİ .,,,,,,
2/iyi,,,,,,,
,1/çok:degree,,,,,,
,o:domain,,,,,,
,,,,,,,
0059.train,ANKETE KATILMAK İSTEMİYORUM .,,,,,,
3/iste,,,,,,,
,-:polarity,,,,,,
,2/katıl:ARG1,,,,,,
,,ben:ARG0,,,,,
,,1/anket:ARG1,,,,,
,,,,,,,
0060.train,ÇOK GÜZELDİ .,,,,,,
2/güzel,,,,,,,
,1/çok:degree,,,,,,
,o:ARG0,,,,,,
,,,,,,,
0061.train,PERSONELLERİ İLGİLİYDİ .,,,,,,
2/ilgili,,,,,,,
,1/personel:domain,,,,,,
,,,,,,,
0062.train,PERSONELLERİ İLGİLİYDİ .,,,,,,
2/ilgili,,,,,,,
,1/personel:domain,,,,,,
,,,,,,,
0063.train,HER ŞEY GÜZELDİ .,,,,,,
3/güzel,,,,,,,
,2/şey:domain,,,,,,
,,1/her:mod,,,,,
,,,,,,,
0064.train,TEMİZ DEĞİLDİ .,,,,,,
1/temiz,,,,,,,
,2/değil:polarity,,,,,,
,o:domain,,,,,,
,,,,,,,
0065.train,ÇOK KÜÇÜKTÜ .,,,,,,
2/küçük,,,,,,,
,1/çok:degree,,,,,,
,o:domain,,,,,,
,,,,,,,
0066.train,GAYET İLGİLİYDİ .,,,,,,
2/ilgili,,,,,,,
,1/gayet:degree,,,,,,
,o:domain,,,,,,
,,,,,,,
0067.train,GÜZELDİ .,,,,,,
1/güzel,,,,,,,
,o:domain,,,,,,
,,,,,,,
0068.train,PERSONELLER İLGİLİYDİ .,,,,,,
2/ilgili,,,,,,,
,1/personel:domain,,,,,,
,,,,,,,
0069.train,PERSONELLER İLGİLİYDİ .,,,,,,
2/ilgili,,,,,,,
,1/personel:domain,,,,,,
,,,,,,,
0070.train,TEMİZ BİR TESİSTİ .,,,,,,
3/tesis,,,,,,,
,1/temiz:mod,,,,,,
,,,,,,,
0071.train,TEMİZ BİR TESİSTİ .,,,,,,
3/tesis,,,,,,,
,1/temiz:mod,,,,,,
,,,,,,,
0072.train,KONUMU .,,,,,,
1/konum,,,,,,,
,o:poss,,,,,,
,,,,,,,
0073.train,ÇOK İYİ DEĞERLENDİRİRİM .,,,,,,
3/değerlendir,,,,,,,
,2/iyi:manner,,,,,,
,,1/çok:degree,,,,,
,ben:ARG0,,,,,,
,,,,,,,
0074.train,TESİSİ TAVSİYE EDERİM .,,,,,,
2/tavsiye 3/et,,,,,,,
,ben:ARG0,,,,,,
,1/tesis:ARG1,,,,,,
,,,,,,,
0075.train,TESİSİ TAVSİYE EDERİM .,,,,,,
2/tavsiye 3/et,,,,,,,
,ben:ARG0,,,,,,
,1/tesis:ARG1,,,,,,
,,,,,,,
0076.train,MEMNUNUM .,,,,,,
1/memnun,,,,,,,
,ben:ARG0,,,,,,
,,,,,,,
0077.train,ÇOK MEMNUN KALDIM .,,,,,,
2/memnun 3/kal,,,,,,,
,ben:ARG0,,,,,,
,1/çok:degree,,,,,,
,,,,,,,
0078.train,ÇOK YARDIMCI OLDULAR .,,,,,,
2/yardımcı 3/ol,,,,,,,
,1/çok:degree,,,,,,
,onlar:ARG0,,,,,,
,,,,,,,
0079.train,KESİNLİKLE 5 PUAN VERİRİM .,,,,,,
3/puan 4/ver,,,,,,,
,ben:ARG0,,,,,,
,score-quantity,,,,,,
,,5:quant,,,,,
,,,,,,,
0080.train,MEMNUN KALMADIK .,,,,,,
1/memnun 2/kal,,,,,,,
,biz:ARG0,,,,,,
,,,,,,,
0081.train,TAM PUAN VERİYORUM .,,,,,,
2/puan 3/ver,,,,,,,
,ben:ARG0,,,,,,
,score-quantity,,,,,,
,,1/tam,,,,,
,,,,,,,
0082.train,EDERİM .,,,,,,
1/et,,,,,,,
,ben:ARG0,,,,,,
,,,,,,,
0083.train,HAVUZU KÜÇÜKTÜ .,,,,,,
2/küçük,,,,,,,
,1/havuz,,,,,,
,,o:poss,,,,,
,,,,,,,
0084.train,ÇOK İLGİLİLERDİ .,,,,,,
2/ilgili,,,,,,,
,onlar:domain,,,,,,
,1/çok:degree,,,,,,
,,,,,,,
0085.train,YILDIZLI 5 PUAN VERİRİM .,,,,,,
3/puan 4/ver,,,,,,,
,ben:ARG0,,,,,,
,score-quantity,,,,,,
,,2/5:quant,,,,,
,,,var:ARG0-of,,,,
,,,,1/yıldız:ARG1,,,
,,,,,,,
0086.train,HER ŞEY ÇOK GÜZEL GEÇTİ .,,,,,,
5/geç,,,,,,,
,2/şey:ARG0,,,,,,
,,1/her:mod,,,,,
,4/güzel:manner,,,,,,
,,3/çok:degree,,,,,
,,,,,,,
0087.train,YILDIZLI 5 PUAN .,,,,,,
3/puan,,,,,,,
,score-quantity,,,,,,
,,2/5:quant,,,,,
,,,var:ARG0-of,,,,
,,,,1/yıldız:ARG1,,,
,,,,,,,
0088.train,YILDIZLI 5 VERİYORUM .,,,,,,
3/ver,,,,,,,
,score-quantity,,,,,,
,,2/5:quant,,,,,
,,,var:ARG0-of,,,,
,,,,1/yıldızlı:ARG1,,,
,,,,,,,
0089.train,İYİYDİ .,,,,,,
1/iyi,,,,,,,
,o:domain,,,,,,
,,,,,,,
0090.train,SIKINTI YOKTU .,,,,,,
2/yok,,,,,,,
,1/sıkıntı:ARG1,,,,,,
,,,,,,,
0091.train,ÇOK TEMİZ DEĞİLDİ .,,,,,,
2/temiz,,,,,,,
,1/çok:degree,,,,,,
,3/değil:polarity,,,,,,
,o:domain,,,,,,
,,,,,,,
0092.train,REHBER GÖRMEDİM .,,,,,,
2/gör,,,,,,,
,ben:ARG0,,,,,,
,1/rehber:ARG1,,,,,,
,,,,,,,
0093.train,GENEL OLARAK MEMNUN KALDIK .,,,,,,
3/memnun 4/kal,,,,,,,
,biz:ARG0,,,,,,
,,,,,,,
0094.train,ÇOK MEMNUN KALDIK .,,,,,,
2/memnun 3/kal,,,,,,,
,1/çok:degree,,,,,,
,biz:ARG0,,,,,,
,,,,,,,
0095.train,TATİL PLANI YOK .,,,,,,
3/yok,,,,,,,
,2/plan:ARG1,,,,,,
,,1/tatil:mod,,,,,
,,,,,,,
0096.train,TERCİH EDERİM .,,,,,,
1/tercih 2/et,,,,,,,
,ben:ARG0,,,,,,
,,,,,,,
0097.train,İLGİLENMİYORUM .,,,,,,
1/ilgilen,,,,,,,
,-:polarity,,,,,,
,ben:ARG0,,,,,,
,,,,,,,
0098.train,VERDİĞİM ÜCRETİN KARŞILIĞINI ALAMADIM .,,,,,,
4/al,,,,,,,
,ben:ARG0,,,,,,
,3/karşılık:ARG1,,,,,,
,,2/ücret:poss,,,,,
,,,1/ver:ARG1-of,,,,
,,,,ben:ARG0,,,
,,,,,,,
0099.train,FAYDALANMADIK .,,,,,,
1/fayda,,,,,,,
,2/.,,,,,,
,,,,,,,
0100.train,PERSONELLERİ BEĞENMEDİM .,,,,,,
2/beğen,,,,,,,
,-:polarity,,,,,,
,ben:ARG0,,,,,,
,1/personel:ARG1,,,,,,
,,,,,,,
0101.train,PERSONELLER GÜLER .,,,,,,
2/güler,,,,,,,
,1/personel:domain,,,,,,
,,,,,,,
0102.train,PERSONELLER GÜLER YÜZLÜYDÜ .,,,,,,
2/güler 3/yüz,,,,,,,
,1/personel:domain,,,,,,
,,,,,,,
0103.train,GÖRMEDİM .,,,,,,
1/gör,,,,,,,
,-:polarity,,,,,,
,ben:ARG0,,,,,,
,,,,,,,
0104.train,MEMNUN KALDIK .,,,,,,
1/memnun 2/kal,,,,,,,
,biz:ARG0,,,,,,
,,,,,,,
0105.train,100 PUAN VERİYORUM .,,,,,,
2/puan 3/ver,,,,,,,
,score-quantity,,,,,,
,,1/100:quant,,,,,
,ben:ARG0,,,,,,
,,,,,,,
0106.train,PERSONELLER ACEMİYDİ .,,,,,,
2/acemi,,,,,,,
,1/personel:domain,,,,,,
,,,,,,,
0107.train,İYİ BENCE .,,,,,,
söyle,,,,,,,
,2/ben:ARG0,,,,,,
,1/iyi:ARG1,,,,,,
,,o:domain,,,,,
,,,,,,,
0108.train,TEMİZ BİR TESİS .,,,,,,
3/tesis,,,,,,,
,1/temiz:mod,,,,,,
,,,,,,,
0109.train,TEMİZLİK İYİ DEĞİLDİ .,,,,,,
2/iyi,,,,,,,
,3/değil:polarity,,,,,,
,1/temizlik:domain,,,,,,
,,,,,,,
0110.train,PERSONEL YETERSİZDİ .,,,,,,
2/yetersiz,,,,,,,
,1/personel:domain,,,,,,
,,,,,,,
0111.train,HİZMETİ GÜZEL PERSONELLERİ .,,,,,,
3/personel,,,,,,,
,1/hizmet,,,,,,
,,,,,,,
,,2/güzel,,,,,
,,,,,,,
0112.train,BENCE NORMAL .,,,,,,
düşün,,,,,,,
,1/ben:ARG0,,,,,,
,2/normal:ARG1,,,,,,
,,o:domain,,,,,
,,,,,,,
0113.train,İLGİLENDİ BİZİMLE .,,,,,,
1/ilgilen,,,,,,,
,o:ARG0,,,,,,
,2/biz:ARG1,,,,,,
,,,,,,,
0114.train,YETERSİZDİ .,,,,,,
1/yetersiz,,,,,,,
,o:domain,,,,,,
,,,,,,,
0115.train,GENEL OLARAK MEMNUN KALDIM .,,,,,,
3/memnun 4/kal,,,,,,,
,ben:ARG0,,,,,,
,,,,,,,
0116.train,İLGİLİLERDİ .,,,,,,
1/ilgili,,,,,,,
,onlar:domain,,,,,,
,,,,,,,
0117.train,EŞİM YAPTIRDI .,,,,,,
yap,,,,,,,
,2/yap,,,,,,
,,1/eş:ARG0,,,,,
,,,ben:poss,,,,
,,,,,,,
0118.train,UYGUNDU .,,,,,,
1/uygun,,,,,,,
,o:domain,,,,,,
,,,,,,,
0119.train,BİRAZ PAHALIYDI .,,,,,,
2/pahalı,,,,,,,
,o:domain,,,,,,
,1/biraz:degree,,,,,,
,,,,,,,
0120.train,TEMİZ BİR TESİSTİ .,,,,,,
3/tesis,,,,,,,
,1/temiz:mod,,,,,,
,,,,,,,
0121.train,TEMİZ BİR TESİSTİ PERSONELLER GÜLERYÜZLÜ VE İLGİLİYDİ YEMEKLERİNDEN MEMNUN KALDIM .,,,,,,
and,,,,,,,
,3/tesis:op1,,,,,,
,,1/temiz:mod,,,,,
,and:op2,,,,,,
,,5/güleryüzlü:op1,,,,,
,,,4/personel:domain,,,,
,,7/ilgili:op2,,,,,
,,,4/personel:domain,,,,
,9/memnun 10/kal:op4,,,,,,
,,ben:ARG0,,,,,
,,8/yemek:ARG1,,,,,
,,,,,,,
0122.train,YILDIZLI BEŞ .,,,,,,
2/beş,,,,,,,
,var:ARG0-of,,,,,,
,,1/yıldızlı:ARG1,,,,,
,,,,,,,
0123.train,ÇOK İLGİLİ DEĞİLDİ .,,,,,,
2/ilgili,,,,,,,
,o:domain,,,,,,
,3/değil:polarity,,,,,,
,1/çok:degree,,,,,,
,,,,,,,
0124.train,PERSONEL SAYISI YETERSİZDİ .,,,,,,
3/yetersiz,,,,,,,
,2/sayı:domain,,,,,,
,,1/personel:poss,,,,,
,,,,,,,
0125.train,ÇOK İLGİLİ DEĞİLLERDİ .,,,,,,
2/ilgili,,,,,,,
,3/değil:polarity,,,,,,
,1/çok:degree,,,,,,
,,,,,,,
0126.train,SORUN YOKTU .,,,,,,
2/yok,,,,,,,
,1/sorun:ARG1,,,,,,
,,,,,,,
0127.train,BİZİMLE İLGİLENDİ .,,,,,,
2/ilgilen,,,,,,,
,o:ARG0,,,,,,
,1/biz:ARG1,,,,,,
,,,,,,,
0128.train,PERSONELLER İLGİLİYDİ .,,,,,,
2/ilgili,,,,,,,
,1/personel:domain,,,,,,
,,,,,,,
0129.train,YÜZME OLANAKLARI GÜZELDİ .,,,,,,
3/güzel,,,,,,,
,2/olanak:domain,,,,,,
,,1/yüzme:mod,,,,,
,,,,,,,
0130.train,ÇEŞİT YOKTU .,,,,,,
2/yok,,,,,,,
,1/çeşit:ARG1,,,,,,
,,,,,,,
0131.train,KONUMU GÜZELDİ .,,,,,,
2/güzel,,,,,,,
,1/konum:domain,,,,,,
,,o:poss,,,,,
,,,,,,,
0132.train,TEMİZ .,,,,,,
1/temiz,,,,,,,
,0:domain,,,,,,
,,,,,,,
0133.train,TEMİZ BİR .,,,,,,
2/bir,,,,,,,
,1/temiz:mod,,,,,,
,,,,,,,
0134.train,TABİ .,,,,,,
1/tabi,,,,,,,
,,,,,,,
0135.train,AKTİVİTE YOKTU .,,,,,,
2/yok,,,,,,,
,1/aktivite:ARG1,,,,,,
,,,,,,,
0136.train,TABİ Kİ .,,,,,,
1/tabi,,,,,,,
,,,,,,,
0137.train,ÇOK İYİ DEĞİLDİ .,,,,,,
2/iyi,,,,,,,
,3/değil:polarity,,,,,,
,1/çok:degree,,,,,,
,o:domain,,,,,,
,,,,,,,
0138.train,MEMNUN KALDIM .,,,,,,
1/memnun 2/kal,,,,,,,
,ben:ARG0,,,,,,
,,,,,,,
0139.train,PERSONELLERİ İLGİLİYDİ .,,,,,,
2/ilgili,,,,,,,
,1/personel:domain,,,,,,
,,o:poss,,,,,
,,,,,,,
0140.train,KONUMU İYİYDİ .,,,,,,
2/iyi,,,,,,,
,1/konum:domain,,,,,,
,,,,,,,
0141.train,HER ŞEY GÜZELDİ .,,,,,,
3/güzel,,,,,,,
,2/şey:domain,,,,,,
,,1/her:mod,,,,,
,,,,,,,
0142.train,İLGİLİYDİLER .,,,,,,
1/ilgili,,,,,,,
,onlar:ARG0,,,,,,
,,,,,,,
0143.train,ÇOK MEMNUN KALDIK .,,,,,,
2/memnun 3/kal,,,,,,,
,1/çok:degree,,,,,,
,biz:ARG0,,,,,,
,,,,,,,
0144.train,HİZMET KALİTESİ İYİYDİ .,,,,,,
3/iyi,,,,,,,
,2/kalite:domain,,,,,,
,,1/hizmet:poss,,,,,
,,,,,,,
0145.train,HİZMET KALİTESİ İYİYDİ .,,,,,,
3/iyi,,,,,,,
,2/kalite:domain,,,,,,
,,1/hizmet:poss,,,,,
,,,,,,,
0146.train,TELEFONLA ARADI .,,,,,,
2/ara,,,,,,,
,1/telefon:instrument,,,,,,
,o:ARG0,,,,,,
,,,,,,,
0147.train,TEMİZDİ .,,,,,,
1/temiz,,,,,,,
,o:domain,,,,,,
,,,,,,,
0148.train,HATIRLAMIYORUM .,,,,,,
1/hatırla,,,,,,,
,ben:ARG0,,,,,,
,,,,,,,
0149.train,LEZZETLİ DEĞİLDİ .,,,,,,
1/lezzetli,,,,,,,
,2/değil:polarity,,,,,,
,o:domain,,,,,,
,,,,,,,
0150.train,6 PUAN VERİRİM .,,,,,,
2/puan 3/ver,,,,,,,
,score-quantity,,,,,,
,,1/6:quant,,,,,
,ben:ARG0,,,,,,
,,,,,,,
0151.train,ÇOK MEMNUNUM .,,,,,,
2/memnun,,,,,,,
,1/çok:degree,,,,,,
,ben:ARG0,,,,,,
,,,,,,,
0152.train,10 PUAN BİLE VERİRİM .,,,,,,
4/ver,,,,,,,
,score-quantity,,,,,,
,,1/10:quant,,,,,
,,2/puan:unit,,,,,
,ben:ARG0,,,,,,
,,,,,,,
0153.train,HARİKAYDI .,,,,,,
1/harika,,,,,,,
,o:domain,,,,,,
,,,,,,,
0154.train,ODA KÜÇÜKTÜ .,,,,,,
2/küçük,,,,,,,
,1/oda:domain,,,,,,
,,,,,,,
0155.train,ESKİYDİ .,,,,,,
1/eski,,,,,,,
,o:domain,,,,,,
,,,,,,,
0156.train,BİRAZ KÜÇÜKTÜ .,,,,,,
2/küçük,,,,,,,
,1/biraz:degree,,,,,,
,o:domain,,,,,,
,,,,,,,
0157.train,REHBERLİK HİZMETİ ALMADIM .,,,,,,
3/al,,,,,,,
,2/hizmet:ARG1,,,,,,
,,1/rehberlik:purpose,,,,,
,,,,,,,
0158.train,ÇOCUKLU AİLELER İÇİN İDEAL .,,,,,,
4/ideal,,,,,,,
,2/aile:beneficiary,,,,,,
,,1/çocuklu:mod,,,,,
,,,,,,,
0159.train,ÇOCUKLU AİLELER İÇİN BİÇİLMİŞ KAFTAN .,,,,,,
5/kaftan,,,,,,,
,4/biç:ARG1-of,,,,,,
,,2/aile:beneficiary,,,,,
,,,1/çocuklu:mod,,,,
,,,,,,,
0160.train,HİZMET İYİYDİ .,,,,,,
2/iyi,,,,,,,
,1/hizmet:domain,,,,,,
,,,,,,,
0161.train,VERDİĞİM PARANIN KARŞILIĞINI ALAMADIM .,,,,,,
4/al,,,,,,,
,-:polarity,,,,,,
,3/karşılık:ARG1,,,,,,
,,2/para:poss,,,,,
,,,1/ver:ARG1-of,,,,
,,,,ben:ARG0,,,
,,,,,,,
0162.train,ANİMASYON YETERSİZDİ .,,,,,,
2/yetersiz,,,,,,,
,1/animasyon:domain,,,,,,
,,,,,,,
0163.train,İHTİYACIM OLMADI .,,,,,,
2/ol,,,,,,,
,1/ihtiyaç:ARG1,,,,,,
,,ben:ARG0,,,,,
,,,,,,,
0164.train,TEMİZLİĞİ İYİ DEĞİLDİ .,,,,,,
2/iyi,,,,,,,
,3/değil:polarity,,,,,,
,1/temizlik,,,,,,
,,o:poss,,,,,
,,,,,,,
0165.train,PERSONEL GÜLER YÜZLÜ .,,,,,,
2/güler 3/yüz,,,,,,,
,1/personel:domain,,,,,,
,,,,,,,
0166.train,PERSONEL GÜLER YÜZLÜ HİZMET KALİTESİ İYİ HİJYENİK BİR TESİS .,,,,,,
and,,,,,,,
,2/güler 3/yüz:op1,,,,,,
,,1/personel:domain,,,,,
,6/iyi:op2,,,,,,
,,5/kalite:domain,,,,,
,,,4/hizmet:poss,,,,
,9/tesis:op3,,,,,,
,,7/hijyenik:mod,,,,,
,,,,,,,
0167.train,FAYDALANMADIM .,,,,,,
1/fayda,,,,,,,
,2/.,,,,,,
,,,,,,,
0168.train,DÜŞÜNMÜYOR .,,,,,,
1/düşün,,,,,,,
,-:polarity,,,,,,
,o:ARG0,,,,,,
,,,,,,,
0169.train,10 VERİRİM .,,,,,,
2/ver,,,,,,,
,score-quantity,,,,,,
,,1/10:quant,,,,,
,ben:ARG0,,,,,,
,,,,,,,
0170.train,SÜPERDİ .,,,,,,
1/süper,,,,,,,
,o:domain,,,,,,
,,,,,,,
0171.train,KONUMU GÜZEL .,,,,,,
2/güzel,,,,,,,
,1/konum:domain,,,,,,
,,o:poss,,,,,
,,,,,,,
0172.train,GENEL OLARAK TEMİZ BİR TESİS .,,,,,,
5/tesis,,,,,,,
,1/genel:degree,,,,,,
,3/temiz:mod,,,,,,
,,,,,,,
0173.train,PERSONEL YAKLAŞIMI İYİ .,,,,,,
3/iyi,,,,,,,
,2/yaklaşım:domain,,,,,,
,,1/personel:poss,,,,,
,,,,,,,
